success,time_to_target,sim_duration,min_safety_margin,n_safety_violations,control_effort,mpc_infeasible_steps,n_steps,level,ic_idx,traj_id
True,0.7000000000000001,0.7000000000000001,3.5656581564030247,0,18.87261299787145,0,14,nominal,102,43
True,1.2500000000000004,1.2500000000000004,5.87764381382041e-06,0,41.25191599914814,0,25,nominal,103,44
True,0.65,0.65,9.5899150142695,0,10.927122237294176,0,13,nominal,109,45
True,0.65,0.65,2.483702729203322,0,10.978138160313096,0,13,nominal,111,46
True,1.3000000000000005,1.3000000000000005,1.0492700467845915e-08,0,37.78713059282892,0,26,nominal,112,47
False,,0.49999999999999994,-8.547497942505823e-06,1,18.977571669088928,1,10,nominal,115,48
True,1.2000000000000004,1.2000000000000004,4.111697182475274e-06,0,29.76777939423036,0,24,nominal,116,49
True,0.9500000000000003,0.9500000000000003,2.479626685824506,0,19.520235620933622,0,19,nominal,117,50
True,1.3000000000000005,1.3000000000000005,5.427122692623529e-06,0,43.73091882531561,0,26,nominal,118,51
True,1.1500000000000004,1.1500000000000004,3.013904076116135e-06,0,28.92297383608517,0,23,nominal,119,52
True,1.3500000000000005,1.3500000000000005,8.333775940867945e-06,0,46.389528769403526,0,27,nominal,120,53
True,1.0000000000000002,1.0000000000000002,1.2981049449648866e-06,0,19.57225830964478,0,20,nominal,122,54
True,0.6,0.6,3.628659814992353,0,14.543928006143155,0,12,nominal,123,55
True,1.2500000000000004,1.2500000000000004,4.883162781210557e-06,0,33.08297715456618,0,25,nominal,126,56
False,,0.49999999999999994,-8.170804893958692e-06,1,20.871654502984427,1,10,nominal,127,57
True,0.65,0.65,1.4313772727923713,0,16.63333519633984,0,13,nominal,132,58
True,1.4000000000000006,1.4000000000000006,8.46477642055758e-06,0,48.83176263370927,0,28,nominal,134,59
True,0.8500000000000002,0.8500000000000002,0.6629242637675121,0,22.69056349357385,0,17,nominal,135,60
False,,0.65,-3.1460648309024534e-06,1,26.620256706899124,1,13,nominal,139,61
True,0.7000000000000001,0.7000000000000001,5.654918521611963e-05,0,16.250151578762807,0,14,nominal,148,62
True,0.8000000000000002,0.8000000000000002,4.283529713147426e-06,0,12.771625233108916,0,16,nominal,149,63
False,,0.49999999999999994,-3.0847713773995407e-06,1,14.368549451629201,1,10,nominal,150,64
True,0.9000000000000002,0.9000000000000002,2.559012950825181e-06,0,24.131764057963288,0,18,nominal,151,65
True,0.3,0.3,1.5895489054684828,0,5.082964363233817,0,6,nominal,152,66
True,0.65,0.65,3.9025490668722638,0,14.126456518198106,0,13,nominal,158,67
True,1.3000000000000005,1.3000000000000005,1.3306046385816074e-05,0,35.13821763944873,0,26,nominal,159,68
True,1.3500000000000005,1.3500000000000005,3.1686797810156956e-06,0,34.98029919848836,0,27,nominal,161,69
True,0.65,0.65,1.9773945989160258e-05,0,14.32905924975327,0,13,nominal,164,70
True,1.3500000000000005,1.3500000000000005,4.917930634001512e-06,0,44.87160702681035,0,27,nominal,165,71
True,0.7500000000000001,0.7500000000000001,3.7278462566831285e-06,0,16.087374868493022,0,15,nominal,177,72
True,1.3000000000000005,1.3000000000000005,6.824592213416498e-07,0,36.937525152890046,0,26,nominal,178,73
True,0.9500000000000003,0.9500000000000003,1.0483429870959783e-06,0,28.62468410901788,0,19,nominal,180,74
True,0.3,0.3,5.214707651058882,0,6.483610689298364,0,6,nominal,181,75
True,0.8000000000000002,0.8000000000000002,1.1471134666687364,0,18.464891079083763,0,16,nominal,184,76
True,1.1500000000000004,1.1500000000000004,1.664681057356466e-06,0,28.143382297105724,0,23,nominal,185,77
True,1.1500000000000004,1.1500000000000004,1.5706799266972196e-06,0,29.62552196463861,0,23,nominal,187,78
